id_unik,prompt,versjon,id,k_kode,land,verdikjedeledd,pastand,type,tall,enhet,aar,kilde_url,utgiver,publisert,lokator,sitat,kildetype,sikkerhet,kommentar,kildefil
B:P2-SE-004,P2,B,P2-SE-004,K2,Sverige,matlagring,En sekundær bransjekilde oppgir 2002 og om lag 690000 tonn for den tidligere lageravviklingen.,fakta,690000,tonn,2002,https://www.soi.se/aktuellt/2024/februari/maten-hogt-tempo,Sveriges Offentliga Inköpare,2024-02-27,Avsnitt om tidligere lagre,690 000 ton,sekundær; bransjeformidling,lav,Året avviker fra SOU 2024:8; tonnasjen er ikke primærverifisert i avgrenset søk.,P2-B-historikk.md
B:P2-SE-005,P2,B,P2-SE-005,K1|K2,Sverige,veterinærberedskap,Jordbruksverket sluttet etter endringene på 1990-tallet å krigsplassere veterinærpersonell og innhente regionale organisasjonsplaner.,historisk_hendelse,,,fra 1995,https://www.ksla.se/wp-content/uploads/2025/09/Hel-Bok_Beredskap-ar-det-nya-grona_KSLA.pdf,Kungl. Skogs- och Lantbruksakademien; Folke Cerenius,2025,"Kap. 'Veterinär beredskap', omkring s.139–140",krigsplacera veterinärpersonal,sekundær; faghistorie,middels,"Direkte beskrivelse av bortfall av oppgaver, ikke tap av klinisk veterinærkompetanse.",P2-B-historikk.md
B:P2-SE-006,P2,B,P2-SE-006,K2,Sverige,sivilt forsvar,Riksdagen besluttet i 2015 at det sivile forsvaret skulle bygges opp igjen etter forverret sikkerhetssituasjon.,vedtak,,,2015,https://www.ksla.se/wp-content/uploads/2025/09/Hel-Bok_Beredskap-ar-det-nya-grona_KSLA.pdf,Kungl. Skogs- och Lantbruksakademien,2025,"Eriksson og Bertilsson, omkring s.77–79",ska återuppbyggas,sekundær; historisk forskning,middels,Historisk fremstilling av riksdagsbeslutningen.,P2-B-historikk.md
B:P2-SE-007,P2,B,P2-SE-007,K2|K3,Sverige,matberedskapsforvaltning,Historisk forskning beskriver at kunnskap og ekspertise knyttet til matberedskapssystemet delvis gikk tapt.,fakta,,,etter den kalde krigen,https://www.ksla.se/wp-content/uploads/2025/09/Hel-Bok_Beredskap-ar-det-nya-grona_KSLA.pdf,Kungl. Skogs- och Lantbruksakademien; Camilla Eriksson og Fredrik Bertilsson,2025,Omkring s.77–78,delvis gått förlorad,sekundær; historisk forskning,middels,"Direkte kildeutsagn, men tapet tallfestes ikke.",P2-B-historikk.md
B:P2-SE-008,P2,B,P2-SE-008,K2,Sverige,matberedskapsplanlegging,Den samme historiske forskningen finner at det også tidlig i 1980-årene var problemer med å nå fastsatte beredskapsmål.,fakta,,,1980-årene,https://www.ksla.se/wp-content/uploads/2025/09/Hel-Bok_Beredskap-ar-det-nya-grona_KSLA.pdf,Kungl. Skogs- och Lantbruksakademien; Camilla Eriksson og Fredrik Bertilsson,2025,Omkring s.77–78,bristande förmåga,sekundær; historisk forskning,middels,Korrektiv til idealisering av den kalde krigens system.,P2-B-historikk.md
B:P2-SE-009,P2,B,P2-SE-009,K3,Sverige,forskning/matsystem,"Fem forskningssentersatsinger fikk i 2024 finansiering knyttet til matberedskap, omtrent 60 mill. SEK per satsing.",vedtak,5;60,satsinger;millioner SEK,2024,https://internt.slu.se/nyheter-originalen/2024/12/formas-centrum-livsmedelsberedskap/,Sveriges lantbruksuniversitet,2024-12-13,Innledningen,Fem satsningar,primær; institusjonsmelding,høy,Bevilgning er ikke det samme som dokumentert kompetanseeffekt.,P2-B-historikk.md
B:P2-SE-010,P2,B,P2-SE-010,K2,Sverige,hele matkjeden,"Riksdagen vedtok 26.5.2026 lov om beredskapslager; staten skal eie varene, og private kan drive lager etter avtale; loven gjelder fra 1.7.2026.",vedtak,,,2026,https://www.riksdagen.se/sv/dokument-och-lagar/dokument/betankande/beredskapslager-i-livsmedelskedjan_hd01mju25/,Sveriges riksdag,2026-05-26,"Bet. 2025/26:MJU25, beslut og sammendrag",1 juli 2026,primær; riksdagsvedtak,høy,Lovgrunnlag; dokumenterer ikke ferdig oppbygd tonnasje.,P2-B-historikk.md
B:P2-FI-001,P2,B,P2-FI-001,K2,Finland,forsyningsorganisering,Finland bygget gjennom etterkrigstiden inn beredskapsorganer og beredskapsansvarlige i departementer og kritiske virksomheter.,historisk_hendelse,,,1950–1980-årene,https://www.huoltovarmuuskeskus.fi/tietoa-huoltovarmuudesta/huoltovarmuuden-historia,Huoltovarmuuskeskus,u.å.; lest 2026-09-15,"Historisk tidslinje, 1950-, 1970- og 1980-luku",valmiuspäällikkö,offisiell institusjonshistorie,høy,"Dokumenterer organisatoriske roller, ikke individuell kompetansemåling.",P2-B-historikk.md
B:P2-FI-002,P2,B,P2-FI-002,K2,Finland,forsyningsorganisering,Huoltovarmuuskeskus startet virksomheten 1.1.1993.,historisk_hendelse,,,1993,https://www.huoltovarmuuskeskus.fi/tietoa-huoltovarmuudesta/huoltovarmuuden-historia,Huoltovarmuuskeskus,u.å.; lest 2026-09-15,"Historisk tidslinje, 1990-luku",aloitti toimintansa 1.1.1993,offisiell institusjonshistorie,høy,Omorganisering med kontinuitet.,P2-B-historikk.md
B:P2-FI-003,P2,B,P2-FI-003,K2,Finland,forsyningsplanlegging,Målene fra 1995 tok utgangspunkt i en 12 måneders krisesituasjon; nasjonale ressurser var grunnlag og internasjonale ordninger supplement.,vedtak,12,måneder; scenario,1995,https://www.finlex.fi/fi/lainsaadanto/saadoskokoelma/1995/1440,Valtioneuvosto / Finlex,1995-12-13,Valtioneuvoston päätös 1440/1995; generell del,12 kuukautta kestävä,primær; regjeringsbeslutning,høy,"Tolv måneder gjelder scenarioet, ikke kornlagrets størrelse.",P2-B-historikk.md
B:P2-FI-004,P2,B,P2-FI-004,K1|K2,Finland,"matindustri, handel og logistikk",TIETO20 i 2020–2021 trente samarbeid og informasjonsutveksling med nær 300 deltakere fra flere kritiske sektorer.,historisk_hendelse,ca.300,deltakere på tvers av sektorer,2020–2021,https://www.huoltovarmuuskeskus.fi/a/tieto20-kehitti-yhteisia-toimintamalleja-kyberhyokkaysten-torjuntaan-tieto22-kaynnistyy,Huoltovarmuuskeskus,2021-11-16,Hovedtekst,tiedonvaihtokanavien harjoittelu,primær; arrangørrapportering,høy,Dokumentert øving; arrangørens vurdering er ikke uavhengig effektmåling.,P2-B-historikk.md
B:P2-FI-005,P2,B,P2-FI-005,K1|K2,Finland,såfrø/primærproduksjon,8500 tonn såfrø ble frigitt våren 2022 etter den svake avlingen i 2021.,historisk_hendelse,8500,tonn,2022,https://www.huoltovarmuuskeskus.fi/a/huoltovarmuuskeskus-kasvattaa-varmuusvarastoitavan-viljan-maaraa,Huoltovarmuuskeskus,2022-12-12,Avsnitt om våren 2022,8 500 tonnia,primær; myndighetsmelding,høy,"Faktisk lagerbruk, ikke bare plan.",P2-B-historikk.md
B:P2-FI-006,P2,B,P2-FI-006,K2,Finland,kornlagring,"I desember 2022 besluttet HVK tilleggskjøp tilsvarende ca. 2,5 måneders matkornbruk, med mål om om lag 8,5 måneder totalt.",vedtak,2.5;8.5,måneder,2022,https://www.huoltovarmuuskeskus.fi/a/huoltovarmuuskeskus-kasvattaa-varmuusvarastoitavan-viljan-maaraa,Huoltovarmuuskeskus,2022-12-12,Innledning,"2,5 kuukauden",primær; myndighetsmelding,høy,Vedtak/mål; gjennomføring dokumenteres separat.,P2-B-historikk.md
B:P2-FI-007,P2,B,P2-FI-007,K2,Finland,kornlagring,"I mars 2023 rapporterte HVK ca. ni måneders matkornbeholdning, opp fra seks måneder.",fakta,9;6,måneder,2023,https://www.huoltovarmuuskeskus.fi/a/varmuusvarastoviljan-lisahankinnat-on-saatu-paatokseen,Huoltovarmuuskeskus,2023-03-27,Første avsnitt,noin yhdeksän kuukauden,primær; gjennomføringsrapportering,høy,Rapportert beholdning i mars 2023; må ikke ukritisk brukes som 2026-status.,P2-B-historikk.md
B:P2-FI-008,P2,B,P2-FI-008,K2,Finland,institusjonell kompetanse,"Kontinuerlige roller, organisasjon og øving tilsier større institusjonell kontinuitet enn i land som avviklet tilsvarende strukturer.",tolkning,,,etter 1990,https://www.huoltovarmuuskeskus.fi/tietoa-huoltovarmuudesta/huoltovarmuuden-historia,Huoltovarmuuskeskus,u.å.; lest 2026-09-15,Historisk tidslinje,keskitetty koordinointi,offisiell institusjonshistorie,middels,Egen tolkning; ingen direkte måling av individuell eller taus kunnskap.,P2-B-historikk.md
B:P2-DK-001,P2,B,P2-DK-001,K2|K3,Danmark,sivil forsyning,Civilforsvarets oppgaver under den kalde krigen omfattet blant annet forpleining/innkvartering av evakuerte og befolkningsopplæring.,historisk_hendelse,,,1949–1989,"https://danmarkshistorien.lex.dk/Civilforsvaret_i_Danmark_under_den_kolde_krig,_1949-1989",Lex; Rosanna Farbøl og Casper Sylvest,2025,Avsnitt om Civilforsvarets opgaver,forplejning og indkvartering,sekundær; forskningsbasert historie,høy,"Dokumenterer organisasjon, ikke nasjonal strategisk matlagertonnasje.",P2-B-historikk.md
B:P2-DK-002,P2,B,P2-DK-002,K4,Danmark,husholdninger,Statsministeriets brosjyre fra 1962 anbefalte husholdningene nødmat for åtte døgn.,fakta,8,dager,1962,"https://danmarkshistorien.lex.dk/Pjecen_'Hvis_krigen_kommer'_fra_Statsministeriet,_1962",Statsministeriet; digital gjengivelse hos Lex,1962,Avsnitt 'Sørg for nødforsyning til 8 dage',nødforsyning til 8 dage,primær; informasjonsbrosjyre,høy,"Instruksjon, ikke målt etterlevelse.",P2-B-historikk.md
B:P2-DK-003,P2,B,P2-DK-003,K3|K4,Danmark,husholdninger/civilforsvar,Brosjyren inngikk i befolkningsopplæring og viste også til kurs og beredskaps-/evakueringsforberedelser.,fakta,,,1962,"https://danmarkshistorien.lex.dk/Pjecen_'Hvis_krigen_kommer'_fra_Statsministeriet,_1962",Statsministeriet; digital gjengivelse hos Lex,1962,Civilforsvarets hjælpetjeneste og evakueringsavsnitt,korte kurser,primær; informasjonsbrosjyre,høy,Kunnskapsformidling; ikke ferdighetsmåling.,P2-B-historikk.md
B:P2-DK-004,P2,B,P2-DK-004,K4,Danmark,husholdninger,"Kildeintroduksjonen viser til Gallup der bare 66 prosent hadde sett i brosjyren, dvs. omtrent 34 prosent ikke hadde gjort det.",tall,66;34,prosent,1962,https://danmarkshistorien.lex.dk/Gallup_1962_En_tredjedel_af_befolkningen_l%C3%A6ste_ikke_'Hvis_krigen_kommer',Gallup; digitalisert av Lex,1962,Resultattabell/kildeintroduksjon,kun 66 %,primær spørreundersøkelse / digital gjengivelse,høy,"Måler lesing/eksponering, ikke praktisk kompetanse.",P2-B-historikk.md
B:P2-DK-005,P2,B,P2-DK-005,K2,Danmark,beredskapsorganisering,Civilforsvarsstyrelsen og Statens Brandinspektion ble i 1993 samlet i Beredskabsstyrelsen; etter den kalde krigen økte fokuset på fredstidskatastrofer.,historisk_hendelse,,,1993,"https://danmarkshistorien.lex.dk/Civilforsvaret_i_Danmark_under_den_kolde_krig,_1949-1989",Lex; Rosanna Farbøl og Casper Sylvest,2025,Avsnitt 'Civilforsvaret efter den kolde krig',fredstidskatastrofer,sekundær; forskningsbasert historie,høy,"Påviser organisasjonsomlegging, ikke avvikling av en bestemt nasjonal matlagerordning.",P2-B-historikk.md
B:P2-DK-006,P2,B,P2-DK-006,K4,Danmark,husholdninger,"Danske myndigheter anbefalte i 2024 at husholdningene skulle kunne klare seg selv i tre døgn, inkludert mat og vann.",fakta,3,døgn,2024,https://www.brs.dk/da/nyheder/2024/forberedt-paa-kriser/,Beredskabsstyrelsen,2024-06-15,Hovedrådene,selv i tre døgn,primær; myndighetsinformasjon,høy,Informasjonstiltak; effekt på husholdningenes faktiske ferdigheter er ikke dokumentert her.,P2-B-historikk.md
B:P2-IS-001,P2,B,P2-IS-001,K2,Island,forsyningsplanlegging/rasjonering,"Civilforsvarsloven ga hjemler for tilleggsforsyninger, distribusjon og rasjonering.",vedtak,,,1962; senere endret,https://www.rna.is/media/sudavik/2-1-log_um_almannavarnir_lagasafn_1990.pdf,Alþingi / Lagasafn,1990 konsolidert tekst,"Art. 24–25, s.1353",viðbótarbirgða ... skömmtun,primær; lovtekst,høy,Konsolidert tekst inneholder senere endringer; alle bestemmelser kan ikke uten videre dateres til originalåret 1962.,P2-B-historikk.md
B:P2-IS-002,P2,B,P2-IS-002,K2|K3,Island,beredskapsorganisering,Den konsoliderte lovteksten omtalte opplæring av ledere/instruktører og kurs/øvelser for personell.,fakta,,,dokumentert 1990,https://www.rna.is/media/sudavik/2-1-log_um_almannavarnir_lagasafn_1990.pdf,Alþingi / Lagasafn,1990 konsolidert tekst,Art. 6 s.1349 og art. 12 s.1351,Kennsla yfirmanna og leiðbeinenda,primær; lovtekst,middels,Formelle bestemmelser; gjennomførte kurs/øvelsestimer er ikke tallfestet.,P2-B-historikk.md
B:P2-IS-003,P2,B,P2-IS-003,K2,Island,mat og produksjonsinnsats,I 2022 fantes det ifølge nasjonalt sikkerhetsråd ingen bindende myndighetskrav til minimumslagre av mat eller matproduksjonsinnsats.,fakta,,,2022,https://www.stjornarradid.is/library/?itemid=adee7fcf-7624-11ed-9bb3-005056bc4727,Þjóðaröryggisráð / Stjórnarráð Íslands,2022-12,"Rapporten, s.50",engin gildandi stjórnvaldsfyrirmæli,primær; offentlig statusrapport,høy,Betyr ikke at private kommersielle lagre var fraværende.,P2-B-historikk.md
B:P2-IS-004,P2,B,P2-IS-004,K2|K3,Island,situasjonsbilde,"2022-rapporten opplyste at det ikke fantes en samlet offentlig oversikt over matlagrene, med enkelte unntak som kjøttstatistikk.",fakta,,,2022,https://www.stjornarradid.is/library/?itemid=adee7fcf-7624-11ed-9bb3-005056bc4727,Þjóðaröryggisráð / Stjórnarráð Íslands,2022-12,"Rapporten, s.50",Opinbert yfirlit ... ekki til staðar,primær; offentlig statusrapport,høy,"Kunnskaps-/oversiktsproblem, ikke bevis for null lager.",P2-B-historikk.md
B:P2-IS-005,P2,B,P2-IS-005,K3,Island,matlagring/produksjonsinnsats,Universiteter utarbeidet i 2024–2025 særskilte rapporter om matlagre og innsatsvarer; ministeren beskrev rapporttypen som ny i Island.,historisk_hendelse,,,2024–2025,https://www.althingi.is/altext/157/s/1505.html,Atvinnuvegaráðherra / Alþingi,2026-09-04,"Þingskjal 1505, svar 1–2",ekki verið unnar hérlendis áður,primær; ministersvar,høy,"Gjelder rapporter av denne typen, ikke all tidligere matsikkerhetsforskning.",P2-B-historikk.md
B:P2-IS-006,P2,B,P2-IS-006,K2|K3,Island,kunnskapsgrunnlag,Et digitalt matsikkerhetsdashboard ble utarbeidet i perioden mars–juni 2025.,historisk_hendelse,,,2025,https://www.althingi.is/altext/157/s/1505.html,Atvinnuvegaráðherra / Alþingi,2026-09-04,"Þingskjal 1505, svar 5",mars 2025 til júní 2025,primær; ministersvar,høy,"Kunnskapsprodukt, ikke fysisk lageroppbygging.",P2-B-historikk.md
B:P2-IS-007,P2,B,P2-IS-007,K2|K3,Island,kunnskapsforvaltning,Kontraktene for de aktuelle utredningene inneholdt ifølge ministersvar ikke krav om oppfølging.,fakta,,,2026,https://www.althingi.is/altext/157/s/1505.html,Atvinnuvegaráðherra / Alþingi,2026-09-04,"Þingskjal 1505, svar 3",Ekki var kveðið á um eftirfylgni,primær; ministersvar,høy,Ikke det samme som at ingen senere oppfølging kan ha skjedd.,P2-B-historikk.md
A:P3-001,P3,A,P3-001,K1,Norge,Frukt- og grøntproduksjon,Studien rapporterer udekket arbeidskraftbehov til tross for ordningen for norsk rekruttering.,evaluering,,,2020–2021,https://www.ijsaf.org/index.php/ijsaf/article/download/571/420,Bjørkhaug og Brobakk; International Journal of Sociology of Agriculture and Food,2024-12-15,s. 84–85; Dependency narrative,labour demands were not met,forskning/dokumentanalyse,middels,Dokumentanalyse; ikke måling av kompetansens produksjonseffekt.,P3-A-kriser.md
A:P3-002,P3,A,P3-002,K1,Norge,Frukt- og grøntproduksjon,Bønder hevdet at norske erstattere manglet sesongarbeidernes erfaring; påstanden ble ikke ferdighetstestet.,fakta,,,2020,https://www.ijsaf.org/index.php/ijsaf/article/download/571/420,Bjørkhaug og Brobakk; International Journal of Sociology of Agriculture and Food,2024-12-15,s. 84; avsnitt om free-pass-ordningen,Norwegian workers lacked the expertise and experience,forskning/dokumentanalyse,middels,Arbeidsgiverutsagn; delvis formidlet gjennom sekundære mediekilder.,P3-A-kriser.md
A:P3-003,P3,A,P3-003,K2,Norge,Rekruttering og innreise,Ordningen fra 31. mars 2020 lot permitterte beholde dagpenger ved jordbruksarbeid; grenseunntak ble også innført.,historisk_hendelse,,,2020–2021,https://www.ijsaf.org/index.php/ijsaf/article/download/571/420,Bjørkhaug og Brobakk; International Journal of Sociology of Agriculture and Food,2024-12-15,s. 84–85; rekrutteringsordning og innreiseunntak,maintain their unemployment benefits,forskning/dokumentanalyse,høy,Ordningen fortsatte i 2021.,P3-A-kriser.md
A:P3-004,P3,A,P3-004,K1|K2,Danmark,Slakting og kjøttforedling,Studien gjengir 142 positive og 800 bedt om å holde seg hjemme i Ringsted; produksjon ble flyttet.,historisk_hendelse,142,positive arbeidstakere,2020,https://onlinelibrary.wiley.com/doi/10.1111/soru.12443,Kuns mfl.; Sociologia Ruralis/Wiley,2023-06-10,How disease outbreaks were dealt with; første og andre avsnitt,swiftly shift production to other facilities,forskning/eksplorativ studie,middels,Antall via EFFAT 2020; ingen isolert kompetansemåling.,P3-A-kriser.md
A:P3-005,P3,A,P3-005,K1|K2,Finland,Offentlige måltider,Tuusula la om til ukentlig utlevering av tilberedte og nedkjølte/fryste måltider til fjernunderviste elever.,historisk_hendelse,,,2020,https://www.frontiersin.org/journals/sustainable-food-systems/articles/10.3389/fsufs.2021.750598/full,Ala-Karvia mfl.; Frontiers in Sustainable Food Systems,2022-01-03,Results > Finland; avsnitt om Tuusula,"cooked, chilled, and then distributed frozen",forskning/kvalitativ casestudie,middels,Lokalt intervjubasert funn; ikke nasjonalt effektmål.,P3-A-kriser.md
A:P3-006,P3,A,P3-006,K1|K2,Sverige,Offentlige måltider,Svenske caser rapporterte omdisponering og rekruttering av restaurantfagfolk ved bemanningsmangel.,evaluering,,,2020–2021,https://www.frontiersin.org/journals/sustainable-food-systems/articles/10.3389/fsufs.2021.750598/full,Ala-Karvia mfl.; Frontiers in Sustainable Food Systems,2022-01-03,Results > Sweden; Table 7; Introduced solutions,hiring professionals from the private restaurant industry,forskning/kvalitativ casestudie,middels,Intervjufunn; ingen kontrollgruppe eller ferdighetstest.,P3-A-kriser.md
A:P3-007,P3,A,P3-007,K4,Danmark,Innkjøp og husholdningsforbruk,Respondentene rapporterte færre handleturer og økt forbruk av mat med lang holdbarhet under første nedstenging.,evaluering,,,2020,https://www.frontiersin.org/journals/nutrition/articles/10.3389/fnut.2021.635859/full,Janssen mfl.; Frontiers in Nutrition,2021-03-08,Abstract; Materials and Methods; Results,shopped less frequently during lockdown,forskning/tverrsnittsundersøkelse,middels,Selvrapportert før- og underpandemiatferd i samme undersøkelse.,P3-A-kriser.md
A:P3-008,P3,A,P3-008,K4,Danmark,Husholdningskompetanse,Endrede matvaner i denne studien dokumenterer ikke økt matlagings- eller lagringskompetanse.,tolkning,,,2020,https://www.frontiersin.org/journals/nutrition/articles/10.3389/fnut.2021.635859/full,Janssen mfl.; Frontiers in Nutrition,2021-03-08,Abstract; Materials and Methods,a cross-sectional online survey,forskning/tverrsnittsundersøkelse,høy,Avgrensning av hva undersøkelsesdesignet dokumenterer.,P3-A-kriser.md
A:P3-009,P3,A,P3-009,K1|K2,Finland,Import av proteinråvarer til fôr,"Importen fra Russland av soya-, raps- og solsikkemel stoppet i begynnelsen av mars 2022.",historisk_hendelse,,,2022,https://www.luke.fi/en/news/exceptionally-high-pressure-to-raise-the-price-of-food,Luonnonvarakeskus/Natural Resources Institute Finland (Luke),2022-07-04,Cereal prices soaring; avsnitt om supplementary protein feed,imports from Russia ceased completely,offentlig forskningsinstitutt/markedsanalyse,høy,Omtalt erstatningsimport er et behov; ikke dokumentert gjennomføring.,P3-A-kriser.md
A:P3-010,P3,A,P3-010,K1|K2,Finland,Energi; gjødsel; korn og fôr,Luke beskrev økte innsatskostnader; den svake 2021-høsten hadde allerede bidratt til lave kornlagre.,fakta,,,2021–2022,https://www.luke.fi/en/news/exceptionally-high-pressure-to-raise-the-price-of-food,Luonnonvarakeskus/Natural Resources Institute Finland (Luke),2022-07-04,Innledning og Cereal prices soaring,the poor harvest in 2021,offentlig forskningsinstitutt/markedsanalyse,høy,Isolerer ikke krigens bidrag fra øvrige årsaker.,P3-A-kriser.md
A:P3-011,P3,A,P3-011,K1,Finland,Gjødsel og planteproduksjon,Luke knyttet lave næringsbalanser i 2022 til gjødselsalg under normalen.,fakta,,,2022,https://www.luke.fi/en/statistics/indicators/cap-indicators/nitrogen-and-phosphorus-balance,Luonnonvarakeskus/Natural Resources Institute Finland (Luke),2015-09-28; oppdatert 2026-02-18,Innledning; andre avsnitt,fertilizer sales were lower than usual,offentlig statistikk/indikatorforklaring,høy,Ikke dokumentasjon av mer effektiv gjødslingskompetanse.,P3-A-kriser.md
