GODKJENT,GODKJENNINGSNUMMER,PRODUKSJONSFORMER,VIRKSOMHETSNAVN,BEDRIFTSNR,ADRESSE,POSTNR,POSTSTED,TELEFON,TELEFAX,KOMMUNENR,KOMMUNE,FYLKENR,FYLKE
,NO25054120,M,EUROPRIS RISSA 349,996278026,Badstuveien 4,7100,RISSA,,,5054,Indre Fosen,50,Trøndelag
,NO25054119,M,EUROPRIS RISØR 571,919595191,Risørveien 179,4950,RISØR,,,4201,Risør,42,Agder
,NO25054118,M,EUROPRIS RJUKAN 497,921595506,Såheimsveien 30,3660,RJUKAN,,,4026,Tinn,40,Telemark
,NO25054117,M,EUROPRIS ROA 350,996195007,Hadelandsvegen 2128,2740,ROA,,,3234,Lunner,32,Akershus
,NO25054116,M,EUROPRIS ROGNAN 635,932079321,Kirkegata 51,8250,ROGNAN,,,1840,Saltdal,18,Nordland
,NO25054115,M,EUROPRIS RYKKIN 584,920629229,Munins vei 1,1348,RYKKINN,,,3201,Bærum,32,Akershus
,NO25054114,M,EUROPRIS RÆLINGEN 480,917684847,Slynga 2,2005,RÆLINGEN,,,3224,Rælingen,32,Akershus
,NO25054113,M,EUROPRIS RØROS 428,997351541,Tollef Bredals vei 11,7374,RØROS,,,5025,Røros,50,Trøndelag
,NO25054112,M,EUROPRIS RÅDE 425,914304334,Mosseveien 52,1640,RÅDE,,,3112,Råde,31,Østfold
,NO25054111,M,EUROPRIS RÅHOLT 264,989892878,Trondheimsvegen 266,2070,RÅHOLT,,,3240,Eidsvoll,32,Akershus
,NO25054110,M,EUROPRIS SAND,912655229,Herredsvegen 7,2120,SAGSTUA,,,3414,Nord-Odal,34,Innlandet
,NO25054109,M,EUROPRIS SANDANE 486,998910927,Grandavegen 14,6823,SANDANE,,,4650,Gloppen,46,Vestland
,NO25054108,M,EUROPRIS SANDE 427,893013652,Revåveien 35,3070,SANDE I VESTFOLD,,,3903,Holmestrand,39,Vestfold
,NO25054107,M,EUROPRIS SANDEFJORD 440,980037533,Haslebakken 12,3229,SANDEFJORD,,,3907,Sandefjord,39,Vestfold
,NO25054106,M,EUROPRIS SANDNES 223,980922197,Gravarsveien 7,4306,SANDNES,51669480,,1108,Sandnes,11,Rogaland
,NO25054105,M,EUROPRIS SANDSLI 370,911566249,Aurdalslia 12,5253,SANDSLI,,,4601,Bergen,46,Vestland
,NO25054104,M,EUROPRIS SANDVIKA 324,995226529,Sandviksveien 183,1337,SANDVIKA,,,3201,Bærum,32,Akershus
,NO25054103,M,EUROPRIS SARPSBORG,886208812,Hundskinnveien 100,1711,SARPSBORG,,,3105,Sarpsborg,31,Østfold
,NO25054148,M,EUROPRIS SARTOR STORSENTER 449,983348629,Sartorvegen 12,5353,STRAUME,,,4626,Øygarden,46,Vestland
,NO25054102,M,EUROPRIS SAUDA,997411773,Saudavegen 7,4200,SAUDA,,,1135,Sauda,11,Rogaland
,NO25054101,M,EUROPRIS SELBU 616,927889684,Selbuvegen 1687,7580,SELBU,,,5032,Selbu,50,Trøndelag
,NO25054100,M,EUROPRIS SELJORD 445,989935747,Steinsrudvegen 5,3840,SELJORD,,,4022,Seljord,40,Telemark
,NO25054099,M,EUROPRIS SELLEBAKK 446,976924312,Sorgenfri allé 3,1651,SELLEBAKK,,,3107,Fredrikstad,31,Østfold
,NO25054098,M,EUROPRIS SEM 393,976924452,Semsbyveien 81,3170,SEM,33318990,33 31 67 66,3905,Tønsberg,39,Vestfold
,NO25054097,M,EUROPRIS SETERMOEN 622,929107845,Industriveien 2,9360,BARDU,,,5520,Bardu,55,Troms
,NO25054096,M,EUROPRIS SKARNES 296,990328870,Silovegen 20,2100,SKARNES,62 96 13 10,,3415,Sør-Odal,34,Innlandet
,NO25054095,M,EUROPRIS SKEDSMOKORSET 387,994024205,Korshagen 1,2020,SKEDSMOKORSET,,,3205,Lillestrøm,32,Akershus
,NO25054094,M,EUROPRIS SKI 398,998671833,Åsveien 15,1424,SKI,,,3207,Nordre Follo,32,Akershus
,NO25054093,M,EUROPRIS SKIPTVET 403,913839331,Storveien 9,1816,SKIPTVET,,,3116,Skiptvet,31,Østfold
,NO25054090,M,EUROPRIS SKOTTERUD 378,999028802,Skjørbergs veg 8,2230,SKOTTERUD,,,3416,Eidskog,34,Innlandet
,NO25054089,M,EUROPRIS SKREPPESTAD,912398285,Skreppestadveien 28,3261,LARVIK,,,3909,Larvik,39,Vestfold
,NO25054088,M,EUROPRIS SLEMMESTAD 248,985960410,Eternitveien 4,3470,SLEMMESTAD,,,3203,Asker,32,Akershus
,NO25054087,M,EUROPRIS SOGNDAL 412,982701015,Furuvegen 1,6854,KAUPANGER,57676300,,4640,Sogndal,46,Vestland
,NO25054085,M,EUROPRIS SORTLAND 605,924285605,Sjøgata 30,8400,SORTLAND,,,1870,Sortland,18,Nordland
,NO25054081,M,EUROPRIS SPYDEBERG 391,999583962,Stasjonsgata 32,1820,SPYDEBERG,,,3118,Indre Østfold,31,Østfold
,NO25054078,M,EUROPRIS STANGE 247,986353488,Romedalsvegen 18,2335,STANGE,,,3413,Stange,34,Innlandet
,NO25054146,M,EUROPRIS STATHELLE,984954433,Langrønningen 16,3967,STATHELLE,35 97 69 20,,4012,Bamble,40,Telemark
,NO25054074,M,EUROPRIS STAVANGER,972298670,Støperigata 22,4014,STAVANGER,,,1103,Stavanger,11,Rogaland
,NO25054071,M,EUROPRIS STEINKJER 309,982126797,Sjøfartsgata 5C,7714,STEINKJER,74 14 01 00,74 14 00 88,5006,Steinkjer,50,Trøndelag
,NO25054068,M,EUROPRIS STJØRDAL 617,980259099,Innherredsvegen 62-64,7503,STJØRDAL,,,5035,Stjørdal,50,Trøndelag
,NO25054062,M,EUROPRIS STOA 344,987231459,Sagvannsveien 16,4848,ARENDAL,370 33030,370 33031,4203,Arendal,42,Agder
,NO25054058,M,EUROPRIS STOKKE,920645569,Tassebekkveien 1,3160,STOKKE,,,3907,Sandefjord,39,Vestfold
,NO25054055,M,EUROPRIS STOKMARKNES 433,914622115,Myran,8450,STOKMARKNES,,,1866,Hadsel,18,Nordland
,NO25054051,M,Europris Stord 598,982236134,Rundhaugen 44,5416,STORD,,,4614,Stord,46,Vestland
,NO25054049,M,EUROPRIS STORHAMAR,891770022,Måsåbekkvegen 2,2316,HAMAR,,,3403,Hamar,34,Innlandet
,NO25054047,M,EUROPRIS STOVNER 478,916755171,Stovner Senter 3,0985,OSLO,,,0301,Oslo kommune,03,Oslo
,NO25054044,M,EUROPRIS STRANDA 476,816800552,Bankgata 14,6200,STRANDA,,,1525,Stranda,15,Møre og Romsdal
,NO25053894,M,EUROPRIS STRUSSHAMN 418,980076008,Strusshamnvegen 36,5302,STRUSSHAMN,,,4627,Askøy,46,Vestland
,NO25054041,M,EUROPRIS STRYN 485,896613782,Hegrevegen 16,6783,STRYN,,,4651,Stryn,46,Vestland
,NO25054038,M,EUROPRIS STRØMMEN STORSENTER 481,917191727,Støperiveien 5,2010,STRØMMEN,,,3205,Lillestrøm,32,Akershus
,NO25054035,M,EUROPRIS STRØMSØ 462,914884292,Bjørnstjerne Bjørnsons gate 60,3044,DRAMMEN,,,3301,Drammen,33,Buskerud
,NO25054032,M,Europris Støren,996088693,Moøya 42,7290,STØREN,,,5027,Midtre Gauldal,50,Trøndelag
,NO25054030,M,EUROPRIS SUNNDALSØRA 368,813324202,Sunndalsvegen 3,6600,SUNNDALSØRA,,,1563,Sunndal,15,Møre og Romsdal
,NO25054027,M,EUROPRIS SURNADAL 465,987497637,Øravegen 4,6650,SURNADAL,,,1566,Surnadal,15,Møre og Romsdal
,NO25054025,M,EUROPRIS SVINESUNDPARKEN 297,893041052,Svinesundparken 6B,1788,HALDEN,,,3101,Halden,31,Østfold
,NO25054022,M,EUROPRIS SVOLVÆR 419,988874213,Avisgata 11,8300,SVOLVÆR,,,1865,Vågan,18,Nordland
,NO25054020,M,EUROPRIS SYKKYLVEN 330,997683862,Vikøyra Industriområde 2,6230,SYKKYLVEN,,,1528,Sykkylven,15,Møre og Romsdal
,NO25054194,M,EUROPRIS SØGNE 640,936245250,Gamle Høgskolevei 18,4640,SØGNE,,,4204,Kristiansand,42,Agder
,NO25054017,M,EUROPRIS SØRKJOSEN 610,988746738,Industrivegen 4,9152,SØRKJOSEN,,,5544,Nordreisa,55,Troms
,NO25054014,M,EUROPRIS SØRLANDSPARKEN PLUSS 283,983047068,Skibåsen 43,4636,KRISTIANSAND S,,,4204,Kristiansand,42,Agder
,NO25054012,M,EUROPRIS SØRUMSAND 253,986208704,Blakerveien 9A,1920,SØRUMSAND,63 82 56 40,63 82 56 41,3205,Lillestrøm,32,Akershus
,NO25054010,M,EUROPRIS TASTA 496,918522182,Tastatunet 1,4027,STAVANGER,,,1103,Stavanger,11,Rogaland
,NO25054007,M,EUROPRIS TAU,924630922,etg 01,4120,TAU,,,1130,Strand,11,Rogaland
,NO25054002,M,EUROPRIS TILLER PLUSS 307,993736341,Ivar Lykkes veg 5,7075,TILLER,72 88 57 00,,5001,Trondheim,50,Trøndelag
,NO25053949,M,EUROPRIS TRIADEN 633,931822268,Gamleveien 88,1461,LØRENSKOG,,,3222,Lørenskog,32,Akershus
,NO25053946,M,EUROPRIS TROMSDALEN 459,914443210,Amfi Pyramiden,9020,TROMSDALEN,,,5501,Tromsø,55,Troms
,NO25053944,M,EUROPRIS TRYSIL 273,991665730,Vestmovegen 5,2420,TRYSIL,62454538,,3421,Trysil,34,Innlandet
,NO25053941,M,EUROPRIS TVEDESTRAND 291,989764292,Fjærkleivene 53,4900,TVEDESTRAND,,,4213,Tvedestrand,42,Agder
,NO25054185,M,EUROPRIS TVEITA CITY 649,936186270,Tveita Senter,0671,OSLO,,,0301,Oslo kommune,03,Oslo
,NO25053939,M,EUROPRIS TYNSET 599,986416617,Tomtegata 4,2500,TYNSET,,,3427,Tynset,34,Innlandet
,NO25053936,M,EUROPRIS ULSTEINVIK 499,974891174,Saunesvegen 10,6065,ULSTEINVIK,,,1516,Ulstein,15,Møre og Romsdal
,NO25053934,M,EUROPRIS VATNE 347,996195015,Eidsvikeidet Næringspark,6264,TENNFJORD,,,1580,Haram,15,Møre og Romsdal
,NO25053932,M,EUROPRIS VENNESLA,976148215,Sentrumsvegen 63,4700,VENNESLA,38 15 88 00,,4223,Vennesla,42,Agder
,NO25053929,M,EUROPRIS VERDAL,985156395,Jernbanegata 11,7650,VERDAL,,****,5038,Verdal,50,Trøndelag
,NO25053927,M,Europris Vestby,980251187,Vestbyveien 29,1543,VESTBY,64 95 16 90,,3216,Vestby,32,Akershus
,NO25053924,M,EUROPRIS VESTKANTEN 271,991545271,Lyderhornsveien 353,5171,LODDEFJORD,,,4601,Bergen,46,Vestland
,NO25053923,M,EUROPRIS VESTNES 596,922214182,Sjøgata 40,6390,VESTNES,,,1535,Vestnes,15,Møre og Romsdal
,NO25053922,M,EUROPRIS VIKERSUND 226,980061744,Vikersundgata 34,3370,VIKERSUND,,,3316,Modum,33,Buskerud
,NO25053921,M,EUROPRIS VINSTRA 490,998910811,Nedregata 1,2640,VINSTRA,,,3436,Nord-Fron,34,Innlandet
,NO25053920,M,EUROPRIS VINTERBRO,912102432,Sjøskogenveien 1B,1407,VINTERBRO,,,3218,Ås,32,Akershus
,NO25053919,M,EUROPRIS VOLDA 417,894450932,Torvbanken 1,6100,VOLDA,,,1577,Volda,15,Møre og Romsdal
,NO25053918,M,EUROPRIS VOLLEBEKK 236,882589552,Brobekkveien 52,0598,OSLO,,,0301,Oslo kommune,03,Oslo
,NO25053917,M,EUROPRIS VORMSUND 482,917535078,Kjølstadvegen 1,2160,VORMSUND,,,3228,Nes,32,Akershus
,NO25053916,M,EUROPRIS VOSS 603,922101450,Brynamoen 8,5705,VOSS,,,4621,Voss,46,Vestland
,NO25053915,M,EUROPRIS VÅGSBYGD 613,879636302,Siren Johnsens vei 45,4621,KRISTIANSAND S,,,4204,Kristiansand,42,Agder
,NO25053914,M,EUROPRIS XHIBITION CITY 618,927127776,Småstrandgaten 3,5014,BERGEN,,,4601,Bergen,46,Vestland
,NO25053913,M,EUROPRIS ØKSNEVAD 585,922214263,Plogfabrikkvegen 2,4353,KLEPP STASJON,,,1120,Klepp,11,Rogaland
,NO25053912,M,EUROPRIS ØLENSVÅG 312,994023357,Vågen,5582,ØLENSVÅG,974 30 266,52 76 11 49,1160,Vindafjord,11,Rogaland
,NO25053911,M,EUROPRIS ØREBEKK 326,995331330,Mosseveien 109,1624,GRESSVIK,,,3107,Fredrikstad,31,Østfold
,NO25053910,M,EUROPRIS ØRNES 492,920645488,Lillehaugen 10,8150,ØRNES,,,1837,Meløy,18,Nordland
,NO25053909,M,EUROPRIS ØRSTA 498,982390893,Strandgata 7,6150,ØRSTA,,,1520,Ørsta,15,Møre og Romsdal
,NO25053908,M,EUROPRIS ÅGOTNES 475,916674511,Skjergardsvegen 1368,5363,ÅGOTNES,,,4626,Øygarden,46,Vestland
,NO25053907,M,EUROPRIS ÅLESUND PLUSS 332,995226456,Høgvollvegen 8,6018,ÅLESUND,907 61 857 ,,1508,Ålesund,15,Møre og Romsdal
,NO25053905,M,EUROPRIS ÅLGÅRD 574,979369050,Rettedalen 51B,4330,ÅLGÅRD,,,1122,Gjesdal,11,Rogaland
,NO25053904,M,EUROPRIS ÅNDALSNES 643,991954899,Troaveien,6300,ÅNDALSNES,,,1539,Rauma,15,Møre og Romsdal
,NO25053903,M,EUROPRIS ÅRDAL 493,919848715,Jens Davidsons veg 1,6884,ØVRE ÅRDAL,,,4643,Årdal,46,Vestland
,NO25053902,M,EUROPRIS ÅRNES 231,979360673,Nedre Hagaveg 17D,2150,ÅRNES,63 90 27 94,63 90 27 95,3228,Nes,32,Akershus
,NO25053901,M,EUROPRIS ÅS 272,991665692,Rådhusplassen 3,1430,ÅS,,,3218,Ås,32,Akershus
,NO25053900,M,EUROPRIS ÅSANE 286,987835982,Liamyrane 8,5132,NYBORG,55180885,,4601,Bergen,46,Vestland
,NO25053898,M,EUROPRIS ÅSEN 573,975816753,Auglendsmyrå 2,4016,STAVANGER,,,1103,Stavanger,11,Rogaland
,NO10050213,M,EVIDENSIA KRISTIANSAND DYREKLINIKK,982346703,Torridalsveien 49,4630,KRISTIANSAND S,,,4204,Kristiansand,42,Agder
A,NO10050136,HU,EWOS AS AVD FLORØ,973083910,Kyllervegen 2,6906,FLORØ,,,4602,Kinn,46,Vestland
,NO10050131,H,EWOS AS AVD HALSA,972171409,,8178,HALSA,,,1837,Meløy,18,Nordland
,NO11050599,MN,EWOS AS AVD HOVEDKONTOR,982073243,Thormøhlens gate 51,5006,BERGEN,,,4601,Bergen,46,Vestland
,NO10050133,HP,EWOS AS AVD STORSTEINNES,976550617,Bergneset,9050,STORSTEINNES,,,5532,Balsfjord,55,Troms
,NO18052314,M,EXTRA  ETNE,873156392,Haukelivegen 999,5590,ETNE,,,4611,Etne,46,Vestland
,NO18052378,M,EXTRA AUSTMANNAVEGEN AVD 261,973156330,Austmannavegen 11,5537,HAUGESUND,,,1106,Haugesund,11,Rogaland
,NO26054314,N,EXTRA AUSTRÅTT AVD 145,971666269,Øygardsveien 158,4325,SANDNES,,,1108,Sandnes,11,Rogaland
,NO18052312,M,EXTRA AVALDSNES AVD 262,973156349,Kong Augvalds veg 10B,4262,AVALDSNES,,,1149,Karmøy,11,Rogaland
,NO18052313,M,EXTRA BIRKELAND AVD 027,973166212,Strøget 56,4760,BIRKELAND,37 27 65 95,37 27 70 96,4216,Birkenes,42,Agder
,NO26054321,N,EXTRA BREMNES AVD 293,973939157,Hollundsdalen 2,5430,BREMNES,,,4613,Bømlo,46,Vestland
,NO22053374,M,EXTRA BYSTASJONEN AVD 166,926300172,Vågsgata 18,4306,SANDNES,,,1108,Sandnes,11,Rogaland
,NO26054325,N,EXTRA DAMPEN AVD 058,972134449,Strømsbuveien 61,4836,ARENDAL,,,4203,Arendal,42,Agder
,NO26054313,N,EXTRA DIVIGÅRDEN ÅKRA AVD 277,972018457,Vestre Karmøyveg 321,4270,ÅKREHAMN,,,1149,Karmøy,11,Rogaland
,NO18052281,M,EXTRA DØNSKI 1140,973079247,Rudsveien 44,1346,GJETTUM,47660116,,3201,Bærum,32,Akershus
,NO18052315,M,EXTRA EVJE AVD 025,973166190,Nils Heglands veg 11,4735,EVJE,,,4219,Evje og Hornnes,42,Agder
,NO18052316,M,EXTRA EYDEHAVN AVD 028,973166298,Formannsgata 1C,4810,EYDEHAVN,370 30 221,,4203,Arendal,42,Agder
,NO26054318,N,EXTRA FAGERHOLT AVD 068,984096941,Magnus Barfots vei 3,4633,KRISTIANSAND S,,,4204,Kristiansand,42,Agder
,NO18052317,M,EXTRA FARSUND AVD 190,979986076,Barbros gate 12,4550,FARSUND,38 39 58 50,38 39 58 61,4206,Farsund,42,Agder
,NO26054332,N,EXTRA FEVIK,980419703,Feviktoppen 17,4870,FEVIK,,,4202,Grimstad,42,Agder
,NO18052318,M,EXTRA FLEKKEFJORD AVD 035,973166239,Jernbaneveien 12,4405,FLEKKEFJORD,38 32 69 80,38 32 10 35,4207,Flekkefjord,42,Agder
,NO18052319,M,EXTRA FRAKKAGJERD AVD 287,815966082,Frakkagjerdvegen 121,5563,FØRRESFJORDEN,,,1146,Tysvær,11,Rogaland
,NO24053756,M,EXTRA GRIM AVD 47,933878554,Setesdalsveien 19,4616,KRISTIANSAND S,,,4204,Kristiansand,42,Agder
,NO22053344,M,EXTRA GRIMSTAD AVD 44,926852213,Guldmandsveien 2,4876,GRIMSTAD,,,4202,Grimstad,42,Agder
,NO18052286,M,EXTRA HASLUM 1138,973079271,Kirkeveien 93,1344,HASLUM,67535554,,3201,Bærum,32,Akershus
,NO26054317,N,EXTRA HAVSTAD AVD 057,979711751,Gamle Songevei 51,4842,ARENDAL,,,4203,Arendal,42,Agder
,NO18052320,M,EXTRA HELSEHUSET AVD 284,915867006,Sørhauggata 115,5527,HAUGESUND,,,1106,Haugesund,11,Rogaland
,NO18052386,M,EXTRA HOMMERSÅK AVD 141,974085720,Kaiveien 38,4310,HOMMERSÅK,,,1108,Sandnes,11,Rogaland
,NO26054337,N,EXTRA HOVDEN AVD 4104,971709146,Otravegen 11,4755,HOVDEN I SETESDAL,,,4222,Bykle,42,Agder
,NO18052321,M,EXTRA HUSNES AVD 269,914196728,Heiamyro 11,5460,HUSNES,,,4617,Kvinnherad,46,Vestland
,NO22053405,M,EXTRA IME AVD 046,929389441,Marnarveien 29,4516,MANDAL,,,4205,Lindesnes,42,Agder
,NO26054324,N,EXTRA KARMSUNDGATA AVD 278,973908472,Karmsundgata 54,5529,HAUGESUND,,,1106,Haugesund,11,Rogaland
,NO18052366,M,EXTRA KNAPPHUS AVD 257,973156403,Knapphus,5578,NEDRE VATS,,,1160,Vindafjord,11,Rogaland
,NO18052322,M,EXTRA KOPERVIK AVD 283,973156357,Austre Karmøyveg 130,4250,KOPERVIK,,,1149,Karmøy,11,Rogaland
,NO26054354,N,EXTRA KRISTIANSUND,996991989,Rørgata 1,6517,Kristiansund,,,1505,Kristiansund,15,Møre og Romsdal
,NO26054310,N,EXTRA KVALA AVD 279,971791373,Kringlehaug 2,5516,HAUGESUND,,,1106,Haugesund,11,Rogaland
,NO18052324,M,EXTRA KVERNALAND AVD 160,973150790,,4355,KVERNALAND,,,1121,Time,11,Rogaland
,NO18052327,M,Extra Leirvik,920361366,Hamnegata 11,5411,STORD,,,4614,Stord,46,Vestland
,NO18052329,M,EXTRA LILLESAND AVD 040,914222818,Senterveien 30,4790,LILLESAND,,,4215,Lillesand,42,Agder
,NO18052388,M,EXTRA LINDESNES AVD 032,971778628,Spangereidveien 5,4520,LINDESNES,38256352,,4205,Lindesnes,42,Agder
,NO18052330,M,EXTRA LISTA AVD 007,973166255,Olav Selvaags vei 16,4560,VANSE,38 39 32 12,38 39 42 05,4206,Farsund,42,Agder
,NO18052277,M,EXTRA LOMMEDALEN 2165,973079212,Lommedalsveien 299,1350,LOMMEDALEN,67 80 31 00,,3201,Bærum,32,Akershus
,NO18052332,M,EXTRA LUNDE AVD 002,973165976,Lundeveien 108,4640,SØGNE,,,4204,Kristiansand,42,Agder
,NO18052333,M,EXTRA LYE AVD 142,973134442,Prestegardsmarka 2,4347,LYE,,,1121,Time,11,Rogaland
,NO18052334,M,EXTRA LYNGDAL AVD 120,973166247,Stasjonsgata 3,4580,LYNGDAL,38 34 51 27,,4225,Lyngdal,42,Agder
,NO18052389,M,EXTRA MALMØ AVD 015,973166093,Søren Jaabæks vei 21,4515,MANDAL,38 26 21 04,,4205,Lindesnes,42,Agder
,NO26054323,N,EXTRA MANDAL BRYGGE AVD 054,971707283,Kastellgata 12D,4514,MANDAL,,,4205,Lindesnes,42,Agder
,NO18052331,M,EXTRA MARVIKA TORV AVD 021,873166282,Industrigata 9,4632,KRISTIANSAND S,38 09 66 11,38 09 26 16,4204,Kristiansand,42,Agder
,NO26054322,N,EXTRA MAXIS AVD 059,972049549,Vesterveien 44,4839,ARENDAL,,,4203,Arendal,42,Agder
,NO18052335,M,EXTRA MOI AVD 161,973156969,Øyevollveien 2,4460,MOI,,,1112,Lund,11,Rogaland
,NO18052336,M,EXTRA MOKSHEIM AVD 268,914212332,Røysvegen 1,5545,VORMEDAL,,,1149,Karmøy,11,Rogaland
,NO26054249,N,EXTRA NEDENES AVD 53,936589391,Vesterveien 778,4823,NEDENES,,,4203,Arendal,42,Agder
,NO18052337,M,EXTRA ODDA AVD 274,973166425,Smelteverket 18,5750,ODDA,,,4618,Ullensvang,46,Vestland
,NO24053732,M,EXTRA PARK+ AVD 288,933226603,Ystadvegen 1,5538,HAUGESUND,,,1106,Haugesund,11,Rogaland
,NO26054311,N,EXTRA PARKEN KRISTIANSAND AVD 069,971884495,Gyldenløves gate 14,4611,KRISTIANSAND S,,,4204,Kristiansand,42,Agder
,NO26054333,N,EXTRA RANDVIK,971825502,Tyriveien 25,4956,RISØR,,,4201,Risør,42,Agder
,NO22053391,M,EXTRA RINGEBU,973130684,Hanstadgata 5,2630,RINGEBU,61 28 18 87,61 28 18 81,3439,Ringebu,34,Innlandet
,NO26054315,N,EXTRA RISKA AVD 144,981289072,Hommersåkveien 20,4311,HOMMERSÅK,,,1108,Sandnes,11,Rogaland
,NO18052292,M,EXTRA RYKKIN 1141,973079263,Valkyrieveien 2,1349,RYKKINN,67 15 16 00,,3201,Bærum,32,Akershus
,NO18052338,M,EXTRA SANDNES AVD 163,991130454,Elvegata 11,4306,SANDNES,,,1108,Sandnes,11,Rogaland
,NO18052339,M,EXTRA SAUDA AVD 271,973156365,Brugata 2,4200,SAUDA,,,1135,Sauda,11,Rogaland
,NO18052340,M,EXTRA SKUDENES AVD 272,971768789,Postvegen 30,4280,SKUDENESHAVN,,,1149,Karmøy,11,Rogaland
,NO18052341,M,EXTRA SMEAHEIA AVD 164,919693584,Larsamyrå 1,4313,SANDNES,,,1108,Sandnes,11,Rogaland
,NO18052342,M,EXTRA STOA AVD 042,919229888,Sørsvannsveien 4,4848,ARENDAL,,,4203,Arendal,42,Agder
,NO18052343,M,EXTRA STORD AVD 285,873165952,Ringvegen 44,5412,STORD,,,4614,Stord,46,Vestland
,NO17051920,N,EXTRA STORSTEINNES 1963,973188496,Rådhusgata 9,9050,STORSTEINNES,77 72 01 22,,5532,Balsfjord,55,Troms
,NO18052371,M,EXTRA SULDAL AVD 252,871762112,Gata 5,4230,SAND,,,1134,Suldal,11,Rogaland
,NO26054327,N,EXTRA SVEIO AVD 292,971655755,Sveiogata 66,5550,SVEIO,,,4612,Sveio,46,Vestland
,NO25053795,M,EXTRA TANGEN TORV AVD 48,933885895,Tangen 11,4608,KRISTIANSAND S,,,4204,Kristiansand,42,Agder
,NO18052344,M,EXTRA TANGVALL AVD 038,990836051,Marie Føreids vei 10,4640,SØGNE,,,4204,Kristiansand,42,Agder
,NO18052375,M,EXTRA TONSTAD AVD 023,973166174,Tonstadveien 27,4440,TONSTAD,38 37 01 23,,4228,Sirdal,42,Agder
,NO18052346,M,EXTRA TROMØYTUNET AVD 029,973592394,Elgveien 9,4818,FÆRVIK,37 08 50 00,37 08 58 01,4203,Arendal,42,Agder
,NO18052393,M,EXTRA TVEDESTRAND AVD 026,973166204,Bibliotekveien 2,4900,TVEDESTRAND,37 16 29 60,37 16 24 60,4213,Tvedestrand,42,Agder
,NO26054334,N,EXTRA VARDÅS,971981954,Salbustadveien 2,4638,KRISTIANSAND S,,,4204,Kristiansand,42,Agder
,NO18052347,M,EXTRA VARHAUG AVD 162,973157175,Uelandsgata 4,4360,VARHAUG,,,1119,Hå,11,Rogaland
,NO14051381,I,EXTRA VEGGLI,971787872,Kolvegen 4,3628,VEGGLI,,,3336,Rollag,33,Buskerud
,NO18052345,M,EXTRA VENNESLA AVD 013,982711738,Sentrumsvegen 72,4700,VENNESLA,38 15 00 10,,4223,Vennesla,42,Agder
,NO18052287,M,EXTRA VESTFOSSEN 2748,973137255,Møllergata 1,3320,VESTFOSSEN,32 75 75 20,,3314,Øvre Eiker,33,Buskerud
,NO26054319,N,EXTRA VIKELAND AVD 056,981881028,Lundevegen,4700,VENNESLA,,,4223,Vennesla,42,Agder
,NO23053494,N,EXTRA VINSTRA,918494707,Vinstragata 96,2640,VINSTRA,,,3436,Nord-Fron,34,Innlandet
,NO18052350,M,EXTRA ØLEN AVD 267,971793686,Dreganesvegen 34,5580,ØLEN,,,1160,Vindafjord,11,Rogaland
,NO22053413,N,EXTRA ØVERBYGD 2752,974331365,Takvassveien 5,9334,ØVERBYGD,778 38303,,5524,Målselv,55,Troms
,NO18052351,M,EXTRA ØVREBYEN AVD 037,985576394,St.Helenaveien 2,4517,MANDAL,,,4205,Lindesnes,42,Agder
,NO26054312,N,EXTRA ØYGARDEN AVD 291,982263085,Øygarden 2,4262,AVALDSNES,,,1149,Karmøy,11,Rogaland
,NO18052349,M,EXTRA ÅKREHAMN AVD 266,971654937,Ringvegen 8,4270,ÅKREHAMN,,,1149,Karmøy,11,Rogaland
,NO17051882,Q,FALKEID SHIPPING AS,980113973,Fåholmen 8,4160,FINNØY,51 71 40 90,,1103,Stavanger,11,Rogaland
,NO11050434,Q,FALLET BJØRN JOHAN,972623490,Blakervegen 208,2150,ÅRNES,,,3228,Nes,32,Akershus
,NO17051898,N,FANTOFT HAGESENTER AS,971817615,Fantoftveien 9,5072,Bergen,,,4624,Bjørnafjorden,46,Vestland
,NO21053187,P,FARGEKILDEN AS,987985755,Arbeidergata 1,9900,KIRKENES,,,5605,Sør-Varanger,56,Finnmark
,NO19052726,I,FATTIGMANN AVD 1030 STRANDTORGET,982778115,Sliperivegen 6,2609,LILLEHAMMER,61 26 08 25,,3405,Lillehammer,34,Innlandet
,NO26054338,I,FAUN PHARMA AS,983386156,Støttumveien 9,1543,VESTBY,64907660,,3216,Vestby,32,Akershus
,NO10050221,MOQ,FEBO NORGE AS,980323781,Wecyveien 9,1859,SLITU,,,3118,Indre Østfold,31,Østfold
,NO11050726,M,Felleskjøpet Agri BA avd Bodø,873175192,Stormyra,8008,BODØ,,,1804,Bodø,18,Nordland
,NO11050767,M,FELLESKJØPET AGRI SA AVD HØNEFOSS,973096478,Ankersgate 22,3513,HØNEFOSS,,,3305,Ringerike,33,Buskerud
,NO11050703,M,FELLESKJØPET AGRI SA AVD. OPPDAL ,973175092,Dovreveien 14,7340,OPPDAL,,,5021,Oppdal,50,Trøndelag
,NO11050725,M,FELLESKJØPET AGRI ØRNES,973175378,Gamleveien 11,8150,ØRNES,,,1837,Meløy,18,Nordland
,NO11050713,M,FELLESKJØPET ALTA 2240 BUTIKK,973175300,Strandveien 18,9511,ALTA,,,5601,Alta,56,Finnmark
