source_path,import_file_path,source_top_folder,filename,current_title,analysis_title,analysis_title_source,remediation_suggested_title,proposed_doc_type,typed_layer_candidate,recommended_target,confidence,reason,primary_signals,caution_flags,score_source_doc,score_report,score_thesis,review_status,action,notes
Food Research Process 20.04.26/07_Academic_Research_And_Theses/JRC92892_qms_h08_lcind_deliverable5_final_20141125.pdf,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/552e2eaa36-jrc92892-qms-h08-lcind-deliverable5-final-20141125.pdf,07_Academic_Research_And_Theses,JRC92892_qms_h08_lcind_deliverable5_final_20141125.pdf,Indicators and targets for the reduction of the environmental impact of EU consumption: Basket-of-products indicators and prototype targets for the reduction of environmental impact of EU consumption (Deliverable 5),Indicators and targets for the reduction of the environmental impact of EU consumption: Basket-of-products indicators and prototype targets for the reduction of environmental impact of EU consumption (Deliverable 5),import_summary,,report,thesis-or-report,SourceDoc,medium,Source-material signals lead this recommendation: academic folder defaults to source material unless thesis/report is explicit.,academic folder defaults to source material unless thesis/report is explicit,,2,3,2,pretriaged,import,Pretriaged 2026-04-20: thematic PDF in curated folder. Verify metadata and final project fit before production use.
Food Research Process 20.04.26/07_Academic_Research_And_Theses/Learning-for-Crisis-Uppsala-County-Food-Security.pdf,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/4013aa0611-learning-for-crisis-uppsala-county-food-security.pdf,07_Academic_Research_And_Theses,Learning-for-Crisis-Uppsala-County-Food-Security.pdf,Learning for Crisis Uppsala County Food Security,Learning for Crisis Uppsala County Food Security,import_summary,,report,thesis-or-report,SourceDoc,medium,Source-material signals lead this recommendation: academic folder defaults to source material unless thesis/report is explicit.,academic folder defaults to source material unless thesis/report is explicit,,2,3,2,pretriaged,import,Pretriaged 2026-04-20: thematic PDF in curated folder. Verify metadata and final project fit before production use.
Food Research Process 20.04.26/07_Academic_Research_And_Theses/Lina-Orlova_Masteroppgave2019.pdf,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/f39079f2cd-lina-orlova-masteroppgave2019.pdf,07_Academic_Research_And_Theses,Lina-Orlova_Masteroppgave2019.pdf,Lina Orlova Masteroppgave2019,Lina Orlova Masteroppgave2019,import_summary,,thesis,thesis-or-report,Thesis,medium,Explicit thesis signals lead this recommendation: review metadata proposed doc_type=thesis; review metadata typed_layer_candidate=thesis-or-report.,review metadata proposed doc_type=thesis | review metadata typed_layer_candidate=thesis-or-report,,2,1,8,pretriaged,import,Pretriaged 2026-04-20: thematic PDF in curated folder. Verify metadata and final project fit before production use.
Food Research Process 20.04.26/07_Academic_Research_And_Theses/luke_luobio_53_2020.pdf,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/7f7bf560aa-luke-luobio-53-2020.pdf,07_Academic_Research_And_Theses,luke_luobio_53_2020.pdf,luke luobio 53 2020,luke luobio 53 2020,import_summary,,report,thesis-or-report,SourceDoc,medium,Source-material signals lead this recommendation: academic folder defaults to source material unless thesis/report is explicit.,academic folder defaults to source material unless thesis/report is explicit,,2,3,2,pretriaged,import,Pretriaged 2026-04-20: thematic PDF in curated folder. Verify metadata and final project fit before production use.
Food Research Process 20.04.26/07_Academic_Research_And_Theses/luke-luobio_51_2025.pdf,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/faf3878182-luke-luobio-51-2025.pdf,07_Academic_Research_And_Theses,luke-luobio_51_2025.pdf,Robust Food Waste Management Method for Food Services (Romance) : Final report.,Robust Food Waste Management Method for Food Services (Romance) : Final report.,import_summary,Robust Food Waste Management Method for Food Services (Romance),report,thesis-or-report,Report,medium,Report-oriented signals lead this recommendation: title/filename uses final report language; title/filename uses report language; review metadata proposed doc_type=report. Caution: title-remediation weak-title flags: artifact_label; unapplied title-remediation suggestion exists but was not used for classification.,title/filename uses final report language | title/filename uses report language | review metadata proposed doc_type=report | review metadata typed_layer_candidate=thesis-or-report,title-remediation weak-title flags: artifact_label | unapplied title-remediation suggestion exists but was not used for classification,2,11,2,pretriaged,import,Pretriaged 2026-04-20: thematic PDF in curated folder. Verify metadata and final project fit before production use.
Food Research Process 20.04.26/07_Academic_Research_And_Theses/luke-luobio_83_2023.pdf,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/90699587a7-luke-luobio-83-2023.pdf,07_Academic_Research_And_Theses,luke-luobio_83_2023.pdf,"Perspectives on sustainable food systems and their development in Northern Ostrobothnia, Finland","Perspectives on sustainable food systems and their development in Northern Ostrobothnia, Finland",import_summary,,report,thesis-or-report,SourceDoc,medium,Source-material signals lead this recommendation: academic folder defaults to source material unless thesis/report is explicit.,academic folder defaults to source material unless thesis/report is explicit,,2,3,2,pretriaged,import,Pretriaged 2026-04-20: thematic PDF in curated folder. Verify metadata and final project fit before production use.
Food Research Process 20.04.26/07_Academic_Research_And_Theses/Marie+Hebrok.pdf,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/c3ed438dd6-marie-hebrok.pdf,07_Academic_Research_And_Theses,Marie+Hebrok.pdf,Doctor Thesis,Doctor Thesis,import_summary,Marie Hebrok Marie Hebrok Food Waste: A practice-oriented design for,thesis,thesis-or-report,Thesis,high,Explicit thesis signals lead this recommendation: title/filename contains doctor thesis language; review metadata proposed doc_type=thesis; review metadata typed_layer_candidate=thesis-or-report. Caution: title-remediation weak-title flags: generic_short_title; unapplied title-remediation suggestion exists but was not used for classification.,title/filename contains doctor thesis language | review metadata proposed doc_type=thesis | review metadata typed_layer_candidate=thesis-or-report,title-remediation weak-title flags: generic_short_title | unapplied title-remediation suggestion exists but was not used for classification,2,1,18,pretriaged,import,Pretriaged 2026-04-20: thematic PDF in curated folder. Verify metadata and final project fit before production use.
Food Research Process 20.04.26/07_Academic_Research_And_Theses/master_Duong_Linh_2025.pdf,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/bde4758481-master-duong-linh-2025.pdf,07_Academic_Research_And_Theses,master_Duong_Linh_2025.pdf,Master Thesis_Linh Duong,Master Thesis_Linh Duong,import_summary,,thesis,thesis-or-report,Thesis,high,Explicit thesis signals lead this recommendation: title/filename contains master thesis language; review metadata proposed doc_type=thesis; review metadata typed_layer_candidate=thesis-or-report.,title/filename contains master thesis language | review metadata proposed doc_type=thesis | review metadata typed_layer_candidate=thesis-or-report,,2,1,18,pretriaged,import,Pretriaged 2026-04-20: thematic PDF in curated folder. Verify metadata and final project fit before production use.
Food Research Process 20.04.26/07_Academic_Research_And_Theses/MASTER-EMILIAEPOSITO-.pdf,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/3a4005a27b-master-emiliaeposito.pdf,07_Academic_Research_And_Theses,MASTER-EMILIAEPOSITO-.pdf,Microsoft Word - MASTER2022.docx,Microsoft Word - MASTER2022.docx,import_summary,,thesis,thesis-or-report,Thesis,medium,Explicit thesis signals lead this recommendation: review metadata proposed doc_type=thesis; review metadata typed_layer_candidate=thesis-or-report. Caution: current imported title still looks like a word-export artifact.,review metadata proposed doc_type=thesis | review metadata typed_layer_candidate=thesis-or-report,current imported title still looks like a word-export artifact,6,1,8,pretriaged,import,Pretriaged 2026-04-20: thematic PDF in curated folder. Verify metadata and final project fit before production use.
Food Research Process 20.04.26/07_Academic_Research_And_Theses/Master's Thesis Peppi Segersven.pdf,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/930f5a92fd-master-s-thesis-peppi-segersven.pdf,07_Academic_Research_And_Theses,Master's Thesis Peppi Segersven.pdf,Master's Thesis Peppi Segersven,Master's Thesis Peppi Segersven,import_summary,,thesis,thesis-or-report,Thesis,high,Explicit thesis signals lead this recommendation: title/filename contains master thesis language; review metadata proposed doc_type=thesis; review metadata typed_layer_candidate=thesis-or-report.,title/filename contains master thesis language | review metadata proposed doc_type=thesis | review metadata typed_layer_candidate=thesis-or-report,,2,1,18,pretriaged,import,Pretriaged 2026-04-20: thematic PDF in curated folder. Verify metadata and final project fit before production use.
Food Research Process 20.04.26/07_Academic_Research_And_Theses/Master's Thesis_Mäkelä_Mika.pdf,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/fc018a0d7b-master-s-thesis-makela-mika.pdf,07_Academic_Research_And_Theses,Master's Thesis_Mäkelä_Mika.pdf,Master's Thesis Mäkelä Mika,Master's Thesis Mäkelä Mika,import_summary,,thesis,thesis-or-report,Thesis,high,Explicit thesis signals lead this recommendation: title/filename contains master thesis language; review metadata proposed doc_type=thesis; review metadata typed_layer_candidate=thesis-or-report.,title/filename contains master thesis language | review metadata proposed doc_type=thesis | review metadata typed_layer_candidate=thesis-or-report,,2,1,18,pretriaged,import,Pretriaged 2026-04-20: thematic PDF in curated folder. Verify metadata and final project fit before production use.
Food Research Process 20.04.26/07_Academic_Research_And_Theses/masteroppgave__mats_b._simonsen.pdf,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/67557def0c-masteroppgave-mats-b-simonsen.pdf,07_Academic_Research_And_Theses,masteroppgave__mats_b._simonsen.pdf,masteroppgave mats b simonsen,masteroppgave mats b simonsen,import_summary,,thesis,thesis-or-report,Thesis,high,Explicit thesis signals lead this recommendation: title/filename contains masteroppgave language; review metadata proposed doc_type=thesis; review metadata typed_layer_candidate=thesis-or-report.,title/filename contains masteroppgave language | review metadata proposed doc_type=thesis | review metadata typed_layer_candidate=thesis-or-report,,2,1,18,pretriaged,import,Pretriaged 2026-04-20: thematic PDF in curated folder. Verify metadata and final project fit before production use.
Food Research Process 20.04.26/07_Academic_Research_And_Theses/Meningsbryteren _ Framtiden i våre hender.pdf,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/6fc48af859-meningsbryteren-framtiden-i-vare-hender.pdf,07_Academic_Research_And_Theses,Meningsbryteren _ Framtiden i våre hender.pdf,Meningsbryteren | Framtiden i våre hender,Meningsbryteren | Framtiden i våre hender,import_summary,,report,thesis-or-report,SourceDoc,medium,Source-material signals lead this recommendation: title is formatted like a web or page capture; academic folder defaults to source material unless thesis/report is explicit.,title is formatted like a web or page capture | academic folder defaults to source material unless thesis/report is explicit,,6,3,2,pretriaged,import,Pretriaged 2026-04-20: thematic PDF in curated folder. Verify metadata and final project fit before production use.
Food Research Process 20.04.26/07_Academic_Research_And_Theses/ng_arsrapport-2025-web.pdf,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/94fe5f0ca1-ng-arsrapport-2025-web.pdf,07_Academic_Research_And_Theses,ng_arsrapport-2025-web.pdf,Årsrapport,Årsrapport,import_summary,Innhold Dette ER Norgesgruppen Strategi Ledelse og Styring Økonomi 2025 Bærekraft 2025 Årsrapport 2025,report,thesis-or-report,Report,high,"Report-oriented signals lead this recommendation: title/filename matches arsrapport language; review metadata proposed doc_type=report; review metadata typed_layer_candidate=thesis-or-report. Caution: title-remediation weak-title flags: generic_short_title, truncated_source_title; unapplied title-remediation suggestion exists but was not used for classification.",title/filename matches arsrapport language | review metadata proposed doc_type=report | review metadata typed_layer_candidate=thesis-or-report,"title-remediation weak-title flags: generic_short_title, truncated_source_title | unapplied title-remediation suggestion exists but was not used for classification",2,23,2,pretriaged,import,Pretriaged 2026-04-20: thematic PDF in curated folder. Verify metadata and final project fit before production use.
